design,category,top,recipe,is_winner,cells,area_um2,wns_ns,tns_ns,abc_delay_ps,runtime_s,status,error,final_wns_slow,final_tns_slow,final_area_um2
alu32,datapath,alu32,delay_choice_deep_v3,0,1657,13997.19,-0.967,-3.585,5578.30,0.8,ok,,,,
alu32,datapath,alu32,orfs_area,0,1546,15991.99,-1.858,-8.225,5625.06,1.0,ok,,,,
alu32,datapath,alu32,delay_map,1,2171,17315.47,1.054,0.000,3897.10,1.4,ok,,1.054,0.000,17315.47
alu32,datapath,alu32,delay_map_resyn,0,1870,14526.26,-0.029,-0.029,5252.66,1.4,ok,,,,
alu32,datapath,alu32,delay_syn2,0,1632,15467.72,-0.980,-2.433,4605.43,0.9,ok,,,,
mul16_pipe,datapath,mul16_pipe,delay_choice_deep_v3,1,1406,17227.56,1.548,0.000,5762.73,0.6,ok,,1.548,0.000,17227.56
mul16_pipe,datapath,mul16_pipe,orfs_area,0,1527,18002.78,0.993,0.000,6111.86,0.9,ok,,,,
mul16_pipe,datapath,mul16_pipe,delay_map,0,3397,30137.83,2.090,0.000,4443.52,1.0,ok,,,,
mul16_pipe,datapath,mul16_pipe,delay_map_resyn,0,2589,24607.37,2.220,0.000,4660.74,1.1,ok,,,,
mul16_pipe,datapath,mul16_pipe,delay_syn2,0,1529,17798.18,0.447,0.000,6486.37,0.6,ok,,,,
mul32_mac,datapath,mul32_mac,delay_choice_deep_v3,1,4990,54246.50,0.161,0.000,7297.80,1.3,ok,,0.161,0.000,54246.50
mul32_mac,datapath,mul32_mac,orfs_area,0,4736,58375.17,-1.242,-1.242,8581.38,2.1,ok,,,,
mul32_mac,datapath,mul32_mac,delay_map,0,12108,97647.85,0.211,0.000,5756.63,2.8,ok,,,,
mul32_mac,datapath,mul32_mac,delay_map_resyn,0,8932,76883.04,0.568,0.000,6027.67,2.9,ok,,,,
mul32_mac,datapath,mul32_mac,delay_syn2,0,4943,57419.32,-0.778,-0.778,8066.42,1.7,ok,,,,
fir8,dsp,fir8,delay_choice_deep_v3,1,1331,17748.63,2.451,0.000,7186.25,0.6,ok,,2.451,0.000,17748.63
fir8,dsp,fir8,delay_map_resyn,0,2345,21755.82,2.479,0.000,6407.90,1.0,ok,,,,
fir8,dsp,fir8,orfs_area,0,1911,22599.78,1.913,0.000,6948.41,1.0,ok,,,,
fir8,dsp,fir8,delay_map,0,3004,26061.91,2.418,0.000,6083.14,1.0,ok,,,,
fir8,dsp,fir8,delay_syn2,0,1757,20451.53,1.888,0.000,7116.16,0.7,ok,,,,
aes_round,crypto,aes_round,orfs_area,0,8511,80049.47,-0.906,-74.516,3301.04,2.2,ok,,,,
aes_round,crypto,aes_round,delay_choice_deep_v3,0,7164,71426.10,-0.320,-13.502,3741.47,2.4,ok,,,,
aes_round,crypto,aes_round,delay_map_resyn,1,10973,90526.98,0.362,0.000,2863.56,4.1,ok,,0.362,0.000,90526.98
aes_round,crypto,aes_round,delay_map,0,11601,96333.97,0.788,0.000,2891.96,4.2,ok,,,,
aes_round,crypto,aes_round,delay_syn2,0,8022,74244.08,-2.494,-255.891,3328.66,2.4,ok,,,,
sha256_core,crypto,sha256_core,delay_choice_deep_v3,0,7620,93289.02,-5.620,-4004.816,9147.71,1.7,ok,,,,
sha256_core,crypto,sha256_core,delay_map,0,10045,103293.40,-1.407,-1007.875,7193.09,2.8,ok,,,,
sha256_core,crypto,sha256_core,orfs_area,0,7779,99040.06,-29.510,-27209.635,8941.88,2.9,ok,,,,
sha256_core,crypto,sha256_core,delay_map_resyn,0,9997,100934.16,3.176,0.000,7398.01,3.1,ok,,,,
sha256_core,crypto,sha256_core,delay_syn2,1,7751,94072.23,0.163,0.000,9516.78,1.8,ok,,0.163,0.000,94072.23
crc32_8,logic,crc32_8,orfs_area,0,208,3032.16,0.072,0.000,2090.25,0.3,ok,,,,
crc32_8,logic,crc32_8,delay_choice_deep_v3,0,195,3070.53,0.457,0.000,1900.75,0.3,ok,,,,
crc32_8,logic,crc32_8,delay_map_resyn,0,342,4579.42,0.814,0.000,1459.27,0.3,ok,,,,
crc32_8,logic,crc32_8,delay_map,0,341,4373.22,0.749,0.000,1582.35,0.3,ok,,,,
